CommonName,DielActivity,Locomotion,HomeRange_ha,Status,Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Average_Weight
Gray_Slender_Loris,N,BOTH & AR,27.2,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
Red_Slender_Loris,N,AR,5.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
Stump_tailed_Macaque,D,BOTH,461.5,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3
Assamese_Macaque,D,AR,433.5,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Taiwanese_Macaque,D,BOTH,120.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47
Long_tailed_Macaque,D,BOTH & AR,157.0,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.03
Japanese_Macaque,D,BOTH & AR,23.95,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
Heck_s_Macaque,D,AR,100.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Northern_Pig_tailed_Macaque,D,BOTH & AR,215.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
White_cheeked_Macaque,D,,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moor_Macaque,D,BOTH,20.0,EN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.88
Rhesus_Macaque,D,BOTH,47.75,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.96
Arunachal_Macaque,D,BOTH,26.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Sunda_Pig_tailed_Macaque,D,BOTH,314.3,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89
Crested_Macaque,D,T,216.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.68
Gorontalo_Macaque,D,AR,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65
Booted_Macaque,D,BOTH,57.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95
Pagai_Macaque,D,BOTH & AR,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38
Bonnet_Macaque,D,BOTH,26.0,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.14
Siberut_Macaque,D,T & AR,125.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38
Lion_tailed_Macaque,D,AR,125.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Toque_Macaque,D,AR,66.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48
Barbary_Macaque,D,BOTH & T,725.0,EN,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.5
Tibetan_Macaque,D,T,1106.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55
Tonkean_Macaque,D,BOTH,104.75,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95
Drill,D,BOTH,2750.0,EN,1.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0
Mandrill,D,T,4000.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6
Rio_Acarí_Marmoset,D,,,,,,,,,,,
Silvery_Marmoset,D,AR,10.5,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35
Golden_white_Tassel_ear_Marmoset,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295
Snethlage_s_Marmoset,D,AR,,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32
Santarém_Marmoset,D,,,,,,,,,,,
Rio_Aripuanã_Marmoset,D,,,,,,,,,,,
Golden_white_Bare_ear_Marmoset,D,AR,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Marca_s_Marmoset,D,AR,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
Maués_Marmoset,D,,,,,,,,,,,
Black_tailed_Marmoset,D,AR,429.5,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22
Black_headed_Marmoset,D,AR,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
Rondon_s_Marmoset,D,AR,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
Sateré_Marmoset,D,,,,,,,,,,,
Montagne_d_Ambre_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Madame_Berthe_s_Mouse_Lemur,N,AR,3.7,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Bongolava_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006
 Nosy_Boraha_Mouse_Lemur,,,,Unrated,,,,,,,,
Ambarijeby_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Ganzhorn's_Mouse_Lemur,,,,Unrated,,,,,,,,
Gerp_s_Mouse_Lemur,N,AR,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
Gray_brown_Mouse_Lemur,N,AR,0.3,LC,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05
Jolly_s_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Goodman_s_Mouse_Lemur,N,AR,0.35,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045
Anjiahely_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Nosy_Be_Mouse_Lemur,N,AR,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Bemanasy_Mouse_Lemur,,,,Unrated,,,,,,,,
Margot_Marsh_s_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Marohita_Mouse_Lemur,N,,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Mittermeier_s_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Gray_Mouse_Lemur,N,AR,1.75,LC,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06
Peters_s_Mouse_Lemur,N,AR,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Golden_brown_Mouse_Lemur,N,AR,0.57,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Rufous_Mouse_Lemur,N,AR,1.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Sambirano_Mouse_Lemur,N,AR,1.2,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Simmons_s_Mouse_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765
Anosi_Mouse_lemur,N,,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Tavaratra_Mouse_Lemur,N,AR,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Northern_Talapoin_Monkey,D,BOTH,300.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
Southern_Talapoin_Monkey,D,BOTH,311.0,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25
Coquerel_s_Giant_Mouse_Lemur,N,AR,2.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
Northern_Giant_Mouse_Lemur,N,AR,1.66,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29
Proboscis_Monkey,D,AR,900.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75
Northern_Yellow_cheeked_Crested_Gibbon,D,AR,50.0,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Western_Black_Crested_Gibbon,D,AR,87.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
Southern_Yellow_cheeked_Crested_Gibbon,D,AR,51.86,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
Hainan_Crested_Gibbon,D,AR,781.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
Northern_White_cheeked_Crested_Gibbon,D,AR,87.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Eastern_Black_Crested_Gibbon,D,AR,130.3,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Southern_White_cheeked_Crested_Gibbon,D,AR,36.42,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
Bangka_Slow_Loris,N,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bengal_Slow_Loris,N,AR,15.6,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26
Bornean_Slow_Loris,N,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
Sunda_Slow_Loris,N,AR,6.3,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
Javan_Slow_Loris,N,AR,7.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
Kayan_River_Slow_Loris,N,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Philippine_Slow_Loris,N,AR,4.76,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285
Pygmy_Slow_Loris,N,AR,17.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
Thick_tailed_Greater_Galago,N,AR,8.5,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.15
Garnett_s_Greater_Galago,N,AR,14.17,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
Bonobo,D,BOTH,4000.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1
Chimpanzee,D,BOTH,1846.7,EN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53.7
Olive_Baboon,D,BOTH,1968.0,LC,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.65
Yellow_Baboon,D,T,900.0,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.05
Hamadryas_Baboon,D,T,2800.0,LC,0.0,0.0,1.0,1.0,0.0,1.0,0.0,13.4
Kinda_Baboon,D,T,,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0
Guinea_Baboon,D,BOTH & T,3250.0,NT,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.5
Chacma_Baboon,D,T,500.0,LC,1.0,1.0,1.0,1.0,0.0,1.0,1.0,22.3
Milne_Edwards_s_Potto,N,AR,23.2,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.19
East_African_Potto,N,AR,,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.861
West_African_Potto,N,AR,7.5,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
Montagne_D__Ambre_Fork_marked_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
Masoala_Fork_marked_Lemur,N,,,,,,,,,,,
Pale_Fork_marked_Lemur,N,AR,6.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Sambirano_Fork_marked_Lemur,N,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
Upper_Guinea_Red_Colobus,D,AR,58.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25
Bouvier_s_Red_Colobus,D,AR,,CR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Niger_Delta_Red_Colobus,D,AR,73.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Foa_s_Red_Colobus,D,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
Udzungwa_Red_Colobus,D,AR,17.53,EN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.05
Zanzibar_Red_Colobus,D,AR,19.0,EN,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.9
Lang_s_Red_Colobus,D,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
Oustalet_s_Red_Colobus,D,AR,,LC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10.35
Lomami_Red_Colobus,D,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
Pennant_s_Red_Colobus,D,AR,73.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
Preuss_s_Red_Colobus,D,AR,100.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
Tana_River_Red_Colobus,D,AR,14.25,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Semliki_Red_Colobus,D,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Temminick_s_Red_Colobus,D,BOTH,22.5,EN,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.85
Ashy_Red_Colobus,D,AR,308.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75
Tshuapa_Red_Colobus,D,AR,,NT,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Miss_Waldron_s_Red_Colobus,D,AR,120.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Equatorial_Saki,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
Buffy_Saki,D,AR,172.4,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Cazuza_s_Saki,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Golden_faced_Saki,D,AR,103.0,LC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Hairy_Saki,D,AR,24.9,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Burnished_Saki,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gray_s_Bald_faced_Saki,D,AR,35.9,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.16
Isabel_s_Saki,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Miller_s_Saki,D,AR,,DD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mittermeier_s_Tapajós_Saki,D,,,,,,,,,,,
Monk_Saki,D,AR,25.85,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.36
Napo_Saki,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Pissinatti_s_Bald_faced_Saki,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
White_faced_saki,D,AR,12.5,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.76
Rylands__Bald_faced_Saki,D,AR,35.9,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vanzolinis_Bald_faced_Saki,D,,,,,,,,,,,
Madidi_Titi,D,AR,21.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
Lake_Baptista_Titi,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
Prince_Bernhard_s_Titi,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
Brown_Titi,D,AR,3.9,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
Chestnut_bellied_Titi,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Caquetá_Titi,D,,,,,,,,,,,
Ashy_Titi,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
Coppery_Titi,D,AR,25.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
Red_crowned_Titi,D,AR,3.3,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01
White_eared_Titi,D,AR,100.0,LC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.95
Hoffmann_s_Titi,D,AR,,LC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.06
Milton´s_titi_monkey,D,,,,,,,,,,,
Rio_Beni_Titi,D,AR,,EN,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8
Red_bellied_Titi,D,AR,4.2,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
San_Martín_Titi,D,,,,,,,,,,,
Olalla_s_Titi,D,AR,10.0,EN,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8
Ornate_Titi,D,AR,15.93,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
Pale_Titi,D,AR,20.0,LC,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8
Stephen_Nash_s_Titi,D,AR,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
Toppins_Titi,D,,,,,,,,,,,
Urubamba_Brown_Titi,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vieira_s_Titi,D,AR,,NE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96
Sumatran_Orangutan,D,AR,277.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75
Bornean_Orangutan,D,AR,409.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.15
Tapanuli_Orangutan,,,,CR,,,,,,,,
Black_and_white_Langur,D,AR,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43
Miller_s_Langur,D,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125
Cross_marked_Langur,D,AR,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
Javan_Langur,D,AR,26.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Banded_Langur,D,AR,24.85,NT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.22
White_fronted_Langur,D,AR,200.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61
Hose_s_Langur,D,AR,40.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Black_crested_Sumatran_Langur,D,AR,22.0,EN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.53
Mitered_Langur,D,AR,21.75,EN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.8
Natuna_Islands_Langur,D,AR,,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05
Mentawai_Langur,D,AR,25.25,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27
Maroon_Langur,D,AR,66.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13
Sabah_Grizzled_Langur,D,AR,90.9,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Pale_thighed_Langur,D,AR,24.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65
Siberut_Langur,D,AR,16.75,EN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.45
Black_Sumatran_Langur,D,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42
Thomas_s_Langur,D,AR,27.43,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73
Olive_Colobus,D,AR,31.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45
Greater_Bamboo_Lemur,CA,AR,40.37,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24
Silky_Sifaka,D,AR,38.85,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
Coquerel_s_Sifaka,D,AR,7.625,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73
Crowned_Sifaka,D,AR,1.35,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Decken_s_Sifaka,D,AR,,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78
Diademed_Sifaka,D,AR,37.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13
Milne_Edwards_s_Sifaka,D,AR,145.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74
Perrier_s_Sifaka,D,AR,30.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33
Tattersall_s_Sifaka,D,AR,10.5,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Verreaux_s_Sifaka,D,AR,7.0,EN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.91
Grey_shanked_Douc,D,AR,984.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98
Red_shanked_Douc,D,AR,36.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72
Black_shanked_Douc,D,AR,30.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88
Tonkin_Snub_nosed_Monkey,D,AR,470.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Yunnan_Snub_nosed_Monkey,D,BOTH,2525.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48
Guizhou_Snub_nosed_Monkey,D,BOTH,3450.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Golden_Snub_nosed_Monkey,D,BOTH,1830.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75
Stryker_s_Snub_nosed_Monkey,D,BOTH,2290.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
Kipunji,D,AR,306.2,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Pied_Tamarin,D,AR,12.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
Geoffroy_s_Tamarin,D,AR,34.5,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
Emperor_Tamarin,D,AR,30.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
Mottled_face_Tamarin,D,AR,35.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
Red_bellied_Tamarin,D,AR,30.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
White_footed_Tamarin,D,AR,9.22,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
Martin_s_Bare_faced_Tamarin,D,AR,12.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Midas_Tamarin,D,AR,36.5,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56
Mustached_Tamarin,D,AR,40.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
Western_Black_handed_Tamarin,D,AR,32.5,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
Cotton_top_Tamarin,D,AR,13.9,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
Eastern_Black_handed_Tamarin,D,AR,,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Black_capped_Squirrel_Monkey,D,AR,375.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
Humboldt_s_Squirrel_Monkey,D,AR,170.0,LC,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.88
Collins'_Squirrel_Monkey,,,,Unrated,,,,,,,,
Ecuadorian_Squirrel_Monkey,D,AR,,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99
Central_American_Squirrel_Monkey,D,AR,176.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
Guianan_Squirrel_Monkey,D,AR,87.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82
Golden_backed_Squirrel_Monkey,D,AR,50.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
Black_headed_Squirrel_Monkey,D,AR,80.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Guianan_Brown_Capuchin,D,AR,355.0,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.01
Hooded_Capuchin,D,AR,,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.25
Blond_Capuchin,D,AR,51.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55
Bearded_Capuchin,D,AR,300.0,LC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.54
Large_headed_Capuchin,D,AR,65.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
Black_horned_Capuchin,D,AR,161.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
Crested_Capuchin,D,AR,110.5,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05
Yellow_breasted_Capuchin,D,AR,969.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875
Bioko_Squirrel_Galago,N,AR,2.35,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
Cross_River_Squirrel_Galago,N,AR,3.2,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
Gabon_Squirrel_Galago,N,AR,30.0,LC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
Makandé_squirrel_galago,D,,,,,,,,,,,
Chamba_Sacred_Langur,D,BOTH,305.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15
Bengal_Sacred_Langur,D,T,82.5,LC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.44
Terai_Sacred_Langur,D,BOTH,,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3
Malabar_Sacred_Langur,D,BOTH & T,12328.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1
Nilgiri_Langur,D,AR,4.83,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6
Tufted_Gray_Langur,D,BOTH,80.0,NT,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
Nepal_Sacred_Langur,D,BOTH,6987.0,LC,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0
Purple_faced_Langur,D,AR,5.375,EN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.03
Pig_tailed_Langur,D,BOTH,7.1,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97
Siamang,D,AR,17.3,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3
Dian_s_Tarsier,N,AR,1.39,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999
Makassar_Tarsier,N,AR,,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
Lariang_Tarsier,N,AR,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
Peleng_Tarsier,N,AR,1.0,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
Sulawesi_Mountain_Tarsier,N,AR,1.2,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
Great_Sangihe_Tarsier,N,AR,,EN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14300000000000002
Gursky's_Spectral_Tarsier ,,,,Unrated,,,,,,,,
Jatna's_Tarsier,,,,Unrated,,,,,,,,
Selayar_Tarsier,N,AR,1.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122
Siau_Island_Tarsier,N,AR,,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Wallace_s_Tarsier,N,AR,,DD,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.107
Gelada,D,T,203.43,LC,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.35
East_Javan_Langur,D,AR,19.0,VU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tenasserim_Langur,D,,,DD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
Indochinese_Gray_Langur,D,AR,83.55,EN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65
Silvered_Langur,D,AR,43.0,NT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Delacour_s_Langur,D,BOTH & AR,36.0,CR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
